record_id,repository,work_type,number,created_at,closed_at,source_year,resolved_within_30d,workflow_risk_30d,prior_items,prior_30d_inflow,prior_open_backlog,prior_closed_by_as_of,prior_30d_resolution_rate,created_month,created_weekday
backstage:issues:22070,backstage,issue,22070,2024-01-02 16:26:44+00:00,2024-01-02 18:10:19+00:00,2024,1,0,409,9,13,396,0.735,1,1
backstage:prs:22071,backstage,pull_request,22071,2024-01-02 18:48:52+00:00,2024-01-26 21:25:14+00:00,2024,1,0,410,10,13,397,0.735,1,1
backstage:prs:22072,backstage,pull_request,22072,2024-01-02 18:55:55+00:00,2024-01-03 11:23:29+00:00,2024,1,0,411,11,14,397,0.735,1,1
backstage:issues:22073,backstage,issue,22073,2024-01-03 08:56:53+00:00,2024-03-22 01:56:04+00:00,2024,0,1,412,12,15,397,0.735,1,2
backstage:prs:22074,backstage,pull_request,22074,2024-01-03 09:40:36+00:00,2024-01-28 16:44:29+00:00,2024,1,0,413,13,16,397,0.735,1,2
backstage:prs:22075,backstage,pull_request,22075,2024-01-03 11:11:37+00:00,2024-01-09 13:11:39+00:00,2024,1,0,414,14,17,397,0.735,1,2
backstage:prs:22076,backstage,pull_request,22076,2024-01-03 11:28:04+00:00,2024-01-03 11:55:50+00:00,2024,1,0,415,15,17,398,0.735,1,2
backstage:prs:22077,backstage,pull_request,22077,2024-01-03 12:06:41+00:00,2024-01-03 12:44:41+00:00,2024,1,0,416,16,17,399,0.735,1,2
backstage:prs:22078,backstage,pull_request,22078,2024-01-03 14:09:20+00:00,2024-01-03 14:46:34+00:00,2024,1,0,417,17,17,400,0.735,1,2
backstage:prs:22079,backstage,pull_request,22079,2024-01-03 14:09:58+00:00,2024-01-03 14:46:38+00:00,2024,1,0,418,18,18,400,0.735,1,2
backstage:prs:22080,backstage,pull_request,22080,2024-01-03 14:15:51+00:00,2024-01-21 23:25:53+00:00,2024,1,0,419,19,19,400,0.735,1,2
backstage:issues:22081,backstage,issue,22081,2024-01-03 14:27:03+00:00,2024-05-12 20:17:08+00:00,2024,0,1,420,20,20,400,0.735,1,2
backstage:issues:22082,backstage,issue,22082,2024-01-03 14:43:56+00:00,2024-01-20 09:40:15+00:00,2024,1,0,421,21,21,400,0.735,1,2
backstage:prs:22083,backstage,pull_request,22083,2024-01-03 15:11:08+00:00,2024-01-17 09:15:42+00:00,2024,1,0,422,22,20,402,0.735,1,2
backstage:prs:22084,backstage,pull_request,22084,2024-01-03 15:11:46+00:00,2024-01-09 08:30:28+00:00,2024,1,0,423,23,21,402,0.735,1,2
backstage:prs:22085,backstage,pull_request,22085,2024-01-03 16:34:25+00:00,2024-01-05 15:00:46+00:00,2024,1,0,424,24,22,402,0.735,1,2
backstage:prs:22086,backstage,pull_request,22086,2024-01-03 16:35:13+00:00,2024-01-03 17:34:50+00:00,2024,1,0,425,25,23,402,0.735,1,2
backstage:prs:22087,backstage,pull_request,22087,2024-01-03 17:38:04+00:00,2024-01-17 09:15:17+00:00,2024,1,0,426,26,23,403,0.735,1,2
backstage:prs:22088,backstage,pull_request,22088,2024-01-03 17:44:09+00:00,2024-01-16 14:56:58+00:00,2024,1,0,427,27,24,403,0.735,1,2
backstage:prs:22089,backstage,pull_request,22089,2024-01-03 18:03:36+00:00,2024-02-08 12:46:36+00:00,2024,0,1,428,28,25,403,0.735,1,2
backstage:issues:22090,backstage,issue,22090,2024-01-03 18:52:53+00:00,2024-03-16 08:44:21+00:00,2024,0,1,429,29,26,403,0.735,1,2
backstage:prs:22091,backstage,pull_request,22091,2024-01-03 20:20:37+00:00,2024-01-05 14:59:56+00:00,2024,1,0,430,30,27,403,0.735,1,2
backstage:prs:22092,backstage,pull_request,22092,2024-01-03 20:20:42+00:00,2024-01-09 08:31:05+00:00,2024,1,0,431,31,28,403,0.735,1,2
backstage:prs:22093,backstage,pull_request,22093,2024-01-03 23:06:44+00:00,2024-01-18 13:33:41+00:00,2024,1,0,432,32,29,403,0.735,1,2
backstage:prs:22094,backstage,pull_request,22094,2024-01-03 23:07:13+00:00,2024-01-05 14:58:52+00:00,2024,1,0,433,33,30,403,0.735,1,2
backstage:prs:22095,backstage,pull_request,22095,2024-01-03 23:07:47+00:00,2024-01-05 14:58:06+00:00,2024,1,0,434,34,31,403,0.735,1,2
backstage:prs:22096,backstage,pull_request,22096,2024-01-04 09:18:48+00:00,2024-01-10 18:29:24+00:00,2024,1,0,435,35,32,403,0.735,1,3
backstage:issues:22097,backstage,issue,22097,2024-01-04 09:32:39+00:00,2024-01-17 09:01:03+00:00,2024,1,0,436,36,33,403,0.735,1,3
backstage:prs:22098,backstage,pull_request,22098,2024-01-04 09:45:20+00:00,2024-01-17 09:01:02+00:00,2024,1,0,437,37,32,405,0.735,1,3
backstage:prs:22099,backstage,pull_request,22099,2024-01-04 10:05:41+00:00,2024-02-05 07:25:53+00:00,2024,0,1,438,38,33,405,0.735,1,3
backstage:issues:22100,backstage,issue,22100,2024-01-04 11:10:57+00:00,2024-03-18 16:09:44+00:00,2024,0,1,439,39,34,405,0.735,1,3
backstage:prs:22101,backstage,pull_request,22101,2024-01-04 13:03:52+00:00,2024-01-17 10:26:44+00:00,2024,1,0,440,40,35,405,0.735,1,3
backstage:issues:22102,backstage,issue,22102,2024-01-04 13:59:44+00:00,2024-04-18 09:44:56+00:00,2024,0,1,441,41,36,405,0.735,1,3
backstage:prs:22103,backstage,pull_request,22103,2024-01-04 14:19:31+00:00,2024-01-25 11:56:17+00:00,2024,1,0,442,42,37,405,0.735,1,3
backstage:prs:22104,backstage,pull_request,22104,2024-01-04 14:39:31+00:00,2024-01-17 17:16:09+00:00,2024,1,0,443,43,38,405,0.735,1,3
backstage:prs:22105,backstage,pull_request,22105,2024-01-04 14:41:29+00:00,2024-01-10 14:50:35+00:00,2024,1,0,444,44,39,405,0.735,1,3
backstage:issues:22106,backstage,issue,22106,2024-01-04 16:22:29+00:00,2024-01-25 10:01:50+00:00,2024,1,0,445,45,40,405,0.735,1,3
backstage:issues:22107,backstage,issue,22107,2024-01-04 16:39:58+00:00,2024-02-02 16:41:18+00:00,2024,1,0,446,46,41,405,0.735,1,3
backstage:issues:22108,backstage,issue,22108,2024-01-04 16:48:18+00:00,2024-02-08 23:22:18+00:00,2024,0,1,447,47,42,405,0.735,1,3
backstage:prs:22109,backstage,pull_request,22109,2024-01-04 16:59:28+00:00,2024-01-16 21:46:26+00:00,2024,1,0,448,48,43,405,0.735,1,3
backstage:prs:22110,backstage,pull_request,22110,2024-01-04 19:27:23+00:00,2024-01-31 13:11:46+00:00,2024,1,0,449,49,44,405,0.735,1,3
backstage:prs:22111,backstage,pull_request,22111,2024-01-04 20:52:04+00:00,2024-01-09 12:38:53+00:00,2024,1,0,450,50,45,405,0.735,1,3
luigi:prs:3269,luigi,pull_request,3269,2024-01-05 12:06:09+00:00,2024-01-05 16:07:20+00:00,2024,1,0,132,4,48,84,0.515625,1,4
backstage:issues:22112,backstage,issue,22112,2024-01-05 12:10:44+00:00,2024-05-31 10:48:30+00:00,2024,0,1,451,51,46,405,0.735,1,4
backstage:issues:22113,backstage,issue,22113,2024-01-05 12:37:03+00:00,2024-03-12 12:40:50+00:00,2024,0,1,452,52,47,405,0.735,1,4
luigi:prs:3270,luigi,pull_request,3270,2024-01-05 13:02:01+00:00,2024-01-05 13:12:23+00:00,2024,1,0,133,5,49,84,0.515625,1,4
luigi:prs:3271,luigi,pull_request,3271,2024-01-05 13:08:24+00:00,2024-01-14 11:27:59+00:00,2024,1,0,134,6,50,84,0.515625,1,4
backstage:prs:22114,backstage,pull_request,22114,2024-01-05 16:13:24+00:00,2024-01-09 08:33:05+00:00,2024,1,0,453,53,44,409,0.735,1,4
backstage:prs:22115,backstage,pull_request,22115,2024-01-05 16:13:57+00:00,2024-01-10 14:39:36+00:00,2024,1,0,454,54,45,409,0.735,1,4
backstage:prs:22116,backstage,pull_request,22116,2024-01-05 16:28:14+00:00,2024-02-12 18:36:11+00:00,2024,0,1,455,55,46,409,0.735,1,4
backstage:prs:22117,backstage,pull_request,22117,2024-01-05 16:37:55+00:00,2024-01-21 12:41:49+00:00,2024,1,0,456,56,47,409,0.735,1,4
backstage:prs:22118,backstage,pull_request,22118,2024-01-05 19:23:27+00:00,2024-01-17 09:15:06+00:00,2024,1,0,457,57,48,409,0.735,1,4
backstage:prs:22119,backstage,pull_request,22119,2024-01-05 19:24:00+00:00,2024-01-17 09:14:35+00:00,2024,1,0,458,58,49,409,0.735,1,4
backstage:issues:22120,backstage,issue,22120,2024-01-05 20:27:08+00:00,2024-01-05 21:01:47+00:00,2024,1,0,459,59,50,409,0.735,1,4
backstage:issues:22121,backstage,issue,22121,2024-01-05 21:34:45+00:00,2024-04-16 18:34:54+00:00,2024,0,1,460,60,50,410,0.735,1,4
backstage:prs:22122,backstage,pull_request,22122,2024-01-05 22:20:17+00:00,2024-01-24 13:43:15+00:00,2024,1,0,461,61,51,410,0.735,1,4
backstage:issues:22123,backstage,issue,22123,2024-01-06 08:16:10+00:00,2024-01-19 07:59:33+00:00,2024,1,0,462,62,52,410,0.735,1,5
backstage:issues:22124,backstage,issue,22124,2024-01-06 12:03:32+00:00,2024-01-16 21:08:47+00:00,2024,1,0,463,63,53,410,0.735,1,5
backstage:prs:22125,backstage,pull_request,22125,2024-01-06 20:11:01+00:00,2024-01-21 12:36:23+00:00,2024,1,0,464,64,54,410,0.735,1,5
backstage:prs:22126,backstage,pull_request,22126,2024-01-07 00:08:44+00:00,2024-01-11 08:17:17+00:00,2024,1,0,465,65,55,410,0.735,1,6
backstage:prs:22127,backstage,pull_request,22127,2024-01-07 00:44:11+00:00,2024-01-10 16:06:53+00:00,2024,1,0,466,66,56,410,0.735,1,6
luigi:prs:3272,luigi,pull_request,3272,2024-01-07 10:01:12+00:00,2024-01-07 10:03:16+00:00,2024,1,0,135,7,49,86,0.515625,1,6
backstage:issues:22128,backstage,issue,22128,2024-01-07 15:19:30+00:00,2024-01-07 15:25:04+00:00,2024,1,0,467,67,57,410,0.735,1,6
backstage:prs:22129,backstage,pull_request,22129,2024-01-07 23:39:56+00:00,2024-01-20 15:26:06+00:00,2024,1,0,468,68,57,411,0.735,1,6
backstage:prs:22130,backstage,pull_request,22130,2024-01-08 03:05:13+00:00,2024-01-24 12:59:51+00:00,2024,1,0,469,69,58,411,0.735,1,0
backstage:prs:22131,backstage,pull_request,22131,2024-01-08 05:42:47+00:00,2024-02-14 13:55:29+00:00,2024,0,1,470,70,59,411,0.735,1,0
backstage:issues:22132,backstage,issue,22132,2024-01-08 06:51:49+00:00,2024-01-08 09:12:31+00:00,2024,1,0,471,71,60,411,0.735,1,0
backstage:prs:22133,backstage,pull_request,22133,2024-01-08 09:34:22+00:00,2024-01-08 12:17:30+00:00,2024,1,0,472,72,60,412,0.735,1,0
backstage:prs:22134,backstage,pull_request,22134,2024-01-08 10:52:44+00:00,2024-01-08 12:44:43+00:00,2024,1,0,473,73,61,412,0.735,1,0
backstage:prs:22135,backstage,pull_request,22135,2024-01-08 11:05:25+00:00,2024-01-10 14:59:20+00:00,2024,1,0,474,74,62,412,0.735,1,0
backstage:issues:22136,backstage,issue,22136,2024-01-08 13:37:43+00:00,2024-08-06 13:53:52+00:00,2024,0,1,475,75,61,414,0.735,1,0
luigi:issues:3273,luigi,issue,3273,2024-01-08 13:55:20+00:00,2024-01-14 11:27:37+00:00,2024,1,0,136,8,48,88,0.515625,1,0
backstage:prs:22137,backstage,pull_request,22137,2024-01-08 14:26:29+00:00,2024-01-12 13:46:40+00:00,2024,1,0,476,76,62,414,0.735,1,0
backstage:issues:22138,backstage,issue,22138,2024-01-08 14:32:00+00:00,2024-01-12 16:23:46+00:00,2024,1,0,477,77,63,414,0.735,1,0
backstage:issues:22139,backstage,issue,22139,2024-01-08 15:13:38+00:00,2024-04-26 16:43:52+00:00,2024,0,1,478,78,64,414,0.735,1,0
backstage:issues:22140,backstage,issue,22140,2024-01-08 17:35:53+00:00,2024-04-01 16:39:51+00:00,2024,0,1,479,79,65,414,0.735,1,0
backstage:prs:22141,backstage,pull_request,22141,2024-01-08 19:08:37+00:00,2024-01-16 09:36:54+00:00,2024,1,0,480,80,66,414,0.735,1,0
backstage:issues:22142,backstage,issue,22142,2024-01-08 20:05:51+00:00,2024-01-18 10:27:01+00:00,2024,1,0,481,81,67,414,0.735,1,0
backstage:issues:22143,backstage,issue,22143,2024-01-08 20:10:55+00:00,2024-03-15 20:18:38+00:00,2024,0,1,482,82,68,414,0.735,1,0
backstage:issues:22144,backstage,issue,22144,2024-01-08 20:11:00+00:00,2024-02-06 16:13:59+00:00,2024,1,0,483,83,69,414,0.735,1,0
backstage:prs:22145,backstage,pull_request,22145,2024-01-08 23:31:47+00:00,2024-01-31 14:27:25+00:00,2024,1,0,484,84,70,414,0.735,1,0
backstage:prs:22146,backstage,pull_request,22146,2024-01-09 00:38:37+00:00,2024-01-10 09:38:11+00:00,2024,1,0,485,85,71,414,0.735,1,1
backstage:prs:22147,backstage,pull_request,22147,2024-01-09 07:40:38+00:00,2024-01-09 08:34:37+00:00,2024,1,0,486,86,72,414,0.735,1,1
backstage:prs:22148,backstage,pull_request,22148,2024-01-09 08:32:34+00:00,2024-01-09 12:35:26+00:00,2024,1,0,487,87,71,416,0.735,1,1
backstage:prs:22149,backstage,pull_request,22149,2024-01-09 08:44:14+00:00,2024-01-16 14:56:50+00:00,2024,1,0,488,88,70,418,0.735,1,1
backstage:prs:22150,backstage,pull_request,22150,2024-01-09 08:58:22+00:00,2024-01-17 09:11:43+00:00,2024,1,0,489,89,71,418,0.735,1,1
backstage:prs:22151,backstage,pull_request,22151,2024-01-09 09:25:25+00:00,2024-01-17 09:11:33+00:00,2024,1,0,490,90,72,418,0.735,1,1
backstage:prs:22152,backstage,pull_request,22152,2024-01-09 12:53:41+00:00,2024-01-19 03:32:50+00:00,2024,1,0,491,91,71,420,0.735,1,1
backstage:prs:22153,backstage,pull_request,22153,2024-01-09 14:58:02+00:00,2024-01-20 09:40:14+00:00,2024,1,0,492,92,71,421,0.735,1,1
backstage:prs:22155,backstage,pull_request,22155,2024-01-09 15:30:56+00:00,2024-01-29 21:07:17+00:00,2024,1,0,493,93,72,421,0.735,1,1
backstage:issues:22156,backstage,issue,22156,2024-01-09 15:38:41+00:00,2024-02-06 12:42:35+00:00,2024,1,0,494,94,73,421,0.735,1,1
backstage:issues:22157,backstage,issue,22157,2024-01-09 16:12:32+00:00,2024-01-11 16:10:45+00:00,2024,1,0,495,95,73,422,0.735,1,1
backstage:prs:22158,backstage,pull_request,22158,2024-01-09 17:58:01+00:00,2024-01-10 12:13:55+00:00,2024,1,0,496,96,74,422,0.735,1,1
backstage:issues:22159,backstage,issue,22159,2024-01-09 19:54:59+00:00,2024-01-31 14:26:40+00:00,2024,1,0,497,97,75,422,0.735,1,1
backstage:prs:22160,backstage,pull_request,22160,2024-01-09 20:52:58+00:00,2024-01-10 15:11:45+00:00,2024,1,0,498,98,76,422,0.735,1,1
backstage:prs:22161,backstage,pull_request,22161,2024-01-09 21:25:38+00:00,2024-01-10 12:13:17+00:00,2024,1,0,499,99,77,422,0.735,1,1
backstage:issues:22162,backstage,issue,22162,2024-01-10 08:37:15+00:00,2025-12-09 09:34:34+00:00,2024,0,1,500,100,78,422,0.735,1,2
backstage:prs:22163,backstage,pull_request,22163,2024-01-10 08:52:57+00:00,2024-01-11 12:41:22+00:00,2024,1,0,501,101,79,422,0.735,1,2
backstage:prs:22164,backstage,pull_request,22164,2024-01-10 08:56:55+00:00,2024-01-17 16:45:28+00:00,2024,1,0,502,102,80,422,0.735,1,2
backstage:prs:22165,backstage,pull_request,22165,2024-01-10 09:26:50+00:00,2024-01-21 16:19:56+00:00,2024,1,0,503,103,81,422,0.735,1,2
backstage:prs:22166,backstage,pull_request,22166,2024-01-10 09:42:48+00:00,2024-01-16 12:57:39+00:00,2024,1,0,504,104,81,423,0.735,1,2
backstage:issues:22167,backstage,issue,22167,2024-01-10 10:17:55+00:00,2024-03-18 11:24:26+00:00,2024,0,1,505,105,82,423,0.735,1,2
backstage:prs:22168,backstage,pull_request,22168,2024-01-10 10:28:22+00:00,2024-01-21 14:58:49+00:00,2024,1,0,506,106,83,423,0.735,1,2
backstage:prs:22169,backstage,pull_request,22169,2024-01-10 10:52:36+00:00,2024-01-10 12:12:33+00:00,2024,1,0,507,107,84,423,0.735,1,2
backstage:prs:22170,backstage,pull_request,22170,2024-01-10 11:05:52+00:00,2024-01-10 19:19:19+00:00,2024,1,0,508,108,85,423,0.735,1,2
backstage:issues:22171,backstage,issue,22171,2024-01-10 12:07:11+00:00,2024-01-18 10:30:20+00:00,2024,1,0,509,109,86,423,0.735,1,2
backstage:prs:22172,backstage,pull_request,22172,2024-01-10 12:07:20+00:00,2024-01-10 12:29:49+00:00,2024,1,0,510,110,87,423,0.735,1,2
backstage:prs:22173,backstage,pull_request,22173,2024-01-10 12:31:42+00:00,2024-01-17 11:56:42+00:00,2024,1,0,511,111,84,427,0.735,1,2
backstage:issues:22174,backstage,issue,22174,2024-01-10 12:51:53+00:00,2024-01-16 16:24:41+00:00,2024,1,0,512,112,85,427,0.735,1,2
backstage:prs:22175,backstage,pull_request,22175,2024-01-10 12:54:13+00:00,2024-01-17 13:33:36+00:00,2024,1,0,513,113,86,427,0.735,1,2
backstage:prs:22176,backstage,pull_request,22176,2024-01-10 13:09:45+00:00,2024-01-11 07:57:32+00:00,2024,1,0,514,114,87,427,0.735,1,2
backstage:prs:22177,backstage,pull_request,22177,2024-01-10 13:28:35+00:00,2024-01-18 14:34:01+00:00,2024,1,0,515,115,88,427,0.735,1,2
backstage:issues:22178,backstage,issue,22178,2024-01-10 14:13:27+00:00,2024-03-04 16:02:40+00:00,2024,0,1,516,116,89,427,0.735,1,2
backstage:prs:22179,backstage,pull_request,22179,2024-01-10 14:52:43+00:00,2024-01-10 14:56:12+00:00,2024,1,0,517,117,88,429,0.735,1,2
backstage:prs:22180,backstage,pull_request,22180,2024-01-10 15:05:04+00:00,2024-01-17 09:13:55+00:00,2024,1,0,518,118,87,431,0.735,1,2
backstage:prs:22181,backstage,pull_request,22181,2024-01-10 15:10:51+00:00,2024-01-10 15:23:34+00:00,2024,1,0,519,119,88,431,0.735,1,2
backstage:prs:22182,backstage,pull_request,22182,2024-01-10 15:44:18+00:00,2024-01-10 19:55:36+00:00,2024,1,0,520,120,87,433,0.735,1,2
backstage:issues:22183,backstage,issue,22183,2024-01-10 16:00:24+00:00,2024-03-24 08:53:50+00:00,2024,0,1,521,121,88,433,0.735,1,2
backstage:prs:22184,backstage,pull_request,22184,2024-01-10 16:06:42+00:00,2024-01-15 19:46:29+00:00,2024,1,0,522,122,89,433,0.735,1,2
backstage:prs:22185,backstage,pull_request,22185,2024-01-10 16:30:34+00:00,2024-01-11 00:31:22+00:00,2024,1,0,523,123,89,434,0.735,1,2
backstage:prs:22186,backstage,pull_request,22186,2024-01-10 17:42:11+00:00,2024-01-15 16:08:56+00:00,2024,1,0,524,124,90,434,0.735,1,2
backstage:prs:22187,backstage,pull_request,22187,2024-01-10 18:28:39+00:00,2024-01-17 18:30:11+00:00,2024,1,0,525,125,91,434,0.735,1,2
backstage:issues:22188,backstage,issue,22188,2024-01-10 20:47:32+00:00,2024-01-10 21:05:12+00:00,2024,1,0,526,126,89,437,0.735,1,2
backstage:prs:22189,backstage,pull_request,22189,2024-01-10 22:12:03+00:00,2024-02-06 12:42:34+00:00,2024,1,0,527,127,89,438,0.735,1,2
backstage:prs:22190,backstage,pull_request,22190,2024-01-11 07:34:58+00:00,2024-01-16 14:47:40+00:00,2024,1,0,528,128,89,439,0.735,1,3
backstage:issues:22191,backstage,issue,22191,2024-01-11 08:07:27+00:00,2024-02-07 13:04:49+00:00,2024,1,0,529,129,89,440,0.735,1,3
backstage:issues:22192,backstage,issue,22192,2024-01-11 08:15:04+00:00,2024-02-06 10:13:23+00:00,2024,1,0,530,130,90,440,0.735,1,3
backstage:prs:22193,backstage,pull_request,22193,2024-01-11 10:29:49+00:00,2024-01-11 12:50:43+00:00,2024,1,0,531,131,90,441,0.735,1,3
backstage:issues:22194,backstage,issue,22194,2024-01-11 11:03:14+00:00,2024-01-12 08:55:11+00:00,2024,1,0,532,132,91,441,0.735,1,3
backstage:prs:22195,backstage,pull_request,22195,2024-01-11 11:22:37+00:00,2024-02-01 06:54:52+00:00,2024,1,0,533,133,92,441,0.735,1,3
backstage:prs:22196,backstage,pull_request,22196,2024-01-11 12:09:35+00:00,2024-01-16 14:56:35+00:00,2024,1,0,534,134,93,441,0.735,1,3
backstage:prs:22197,backstage,pull_request,22197,2024-01-11 13:32:18+00:00,2024-01-13 10:26:46+00:00,2024,1,0,535,135,92,443,0.735,1,3
backstage:issues:22198,backstage,issue,22198,2024-01-11 13:41:14+00:00,2024-07-30 13:43:54+00:00,2024,0,1,536,136,93,443,0.735,1,3
backstage:issues:22199,backstage,issue,22199,2024-01-11 15:46:01+00:00,2024-11-15 13:19:38+00:00,2024,0,1,537,137,94,443,0.735,1,3
backstage:prs:22200,backstage,pull_request,22200,2024-01-11 16:23:08+00:00,2024-01-12 10:07:54+00:00,2024,1,0,538,138,93,445,0.735,1,3
backstage:prs:22201,backstage,pull_request,22201,2024-01-11 16:51:12+00:00,2024-01-11 23:44:13+00:00,2024,1,0,539,139,94,445,0.735,1,3
backstage:issues:22202,backstage,issue,22202,2024-01-11 17:16:02+00:00,2024-03-25 16:12:28+00:00,2024,0,1,540,140,95,445,0.735,1,3
backstage:prs:22203,backstage,pull_request,22203,2024-01-11 18:30:14+00:00,2024-01-11 19:01:32+00:00,2024,1,0,541,141,96,445,0.735,1,3
backstage:prs:22204,backstage,pull_request,22204,2024-01-11 18:55:07+00:00,2024-01-11 19:41:31+00:00,2024,1,0,542,142,97,445,0.735,1,3
backstage:prs:22205,backstage,pull_request,22205,2024-01-11 18:57:16+00:00,2024-01-31 15:16:45+00:00,2024,1,0,543,143,98,445,0.735,1,3
backstage:issues:22206,backstage,issue,22206,2024-01-11 19:44:51+00:00,2024-03-25 14:35:14+00:00,2024,0,1,544,144,97,447,0.735,1,3
backstage:issues:22207,backstage,issue,22207,2024-01-11 22:39:00+00:00,2024-01-16 14:12:01+00:00,2024,1,0,545,145,98,447,0.735,1,3
backstage:prs:22208,backstage,pull_request,22208,2024-01-12 01:10:07+00:00,2024-01-21 20:11:17+00:00,2024,1,0,546,146,98,448,0.735,1,4
backstage:issues:22209,backstage,issue,22209,2024-01-12 01:44:05+00:00,2024-05-26 12:55:28+00:00,2024,0,1,547,147,99,448,0.735,1,4
backstage:issues:22213,backstage,issue,22213,2024-01-12 08:55:47+00:00,,2024,0,1,548,148,99,449,0.735,1,4
backstage:issues:22214,backstage,issue,22214,2024-01-12 09:10:50+00:00,2024-01-23 12:46:10+00:00,2024,1,0,549,149,100,449,0.735,1,4
backstage:issues:22215,backstage,issue,22215,2024-01-12 10:00:31+00:00,2024-01-12 10:12:12+00:00,2024,1,0,550,150,101,449,0.735,1,4
backstage:issues:22216,backstage,issue,22216,2024-01-12 10:01:19+00:00,2024-03-14 10:17:09+00:00,2024,0,1,551,151,102,449,0.735,1,4
backstage:issues:22218,backstage,issue,22218,2024-01-12 10:50:31+00:00,2024-03-26 09:16:56+00:00,2024,0,1,552,152,101,451,0.735,1,4
backstage:issues:22219,backstage,issue,22219,2024-01-12 11:49:52+00:00,2024-01-12 12:33:08+00:00,2024,1,0,553,153,102,451,0.735,1,4
backstage:issues:22220,backstage,issue,22220,2024-01-12 12:11:40+00:00,2024-01-15 10:09:16+00:00,2024,1,0,554,154,103,451,0.735,1,4
backstage:issues:22222,backstage,issue,22222,2024-01-12 13:05:31+00:00,2024-01-25 15:34:04+00:00,2024,1,0,555,155,103,452,0.735,1,4
backstage:issues:22238,backstage,issue,22238,2024-01-15 02:56:07+00:00,2024-03-23 14:24:57+00:00,2024,0,1,556,156,101,455,0.735,1,0
backstage:issues:22240,backstage,issue,22240,2024-01-15 07:49:43+00:00,2024-03-22 08:37:04+00:00,2024,0,1,557,157,102,455,0.735,1,0
luigi:prs:3274,luigi,pull_request,3274,2024-01-15 11:03:19+00:00,2024-01-15 11:30:30+00:00,2024,1,0,137,8,47,90,0.5193798449612403,1,0
backstage:issues:22241,backstage,issue,22241,2024-01-15 12:11:03+00:00,2024-05-31 10:48:29+00:00,2024,0,1,558,158,102,456,0.735,1,0
backstage:issues:22244,backstage,issue,22244,2024-01-15 13:02:22+00:00,2026-05-09 14:17:18+00:00,2024,0,1,559,159,103,456,0.735,1,0
backstage:issues:22256,backstage,issue,22256,2024-01-16 11:58:37+00:00,2024-05-03 21:25:23+00:00,2024,0,1,560,160,101,459,0.735,1,1
backstage:issues:22280,backstage,issue,22280,2024-01-17 13:13:28+00:00,2024-01-18 09:55:10+00:00,2024,1,0,561,161,81,480,0.735,1,2
backstage:issues:22290,backstage,issue,22290,2024-01-17 16:02:35+00:00,2024-01-17 17:34:46+00:00,2024,1,0,562,162,81,481,0.735,1,2
backstage:issues:22303,backstage,issue,22303,2024-01-18 04:59:54+00:00,2024-02-02 04:29:23+00:00,2024,1,0,563,163,78,485,0.735,1,3
backstage:issues:22315,backstage,issue,22315,2024-01-18 13:42:16+00:00,2024-01-18 20:02:06+00:00,2024,1,0,564,164,75,489,0.735,1,3
backstage:issues:22318,backstage,issue,22318,2024-01-18 14:26:28+00:00,2024-04-01 21:34:03+00:00,2024,0,1,565,165,76,489,0.735,1,3
backstage:issues:22328,backstage,issue,22328,2024-01-18 16:44:48+00:00,2024-01-18 17:17:55+00:00,2024,1,0,566,166,76,490,0.735,1,3
backstage:issues:22354,backstage,issue,22354,2024-01-19 03:00:47+00:00,2024-02-27 14:47:52+00:00,2024,0,1,567,167,75,492,0.735,1,4
backstage:issues:22375,backstage,issue,22375,2024-01-19 10:50:15+00:00,2024-03-30 14:16:06+00:00,2024,0,1,568,168,74,494,0.735,1,4
backstage:issues:22383,backstage,issue,22383,2024-01-19 14:59:07+00:00,2024-01-25 10:32:53+00:00,2024,1,0,569,169,75,494,0.735,1,4
backstage:issues:22390,backstage,issue,22390,2024-01-19 16:31:49+00:00,2025-03-06 07:56:15+00:00,2024,0,1,570,170,76,494,0.735,1,4
backstage:issues:22393,backstage,issue,22393,2024-01-19 17:22:12+00:00,2024-03-22 15:53:13+00:00,2024,0,1,571,171,77,494,0.735,1,4
backstage:issues:22410,backstage,issue,22410,2024-01-21 16:40:22+00:00,2024-01-23 08:42:55+00:00,2024,1,0,572,172,70,502,0.735,1,6
luigi:prs:3275,luigi,pull_request,3275,2024-01-22 02:10:56+00:00,2024-01-23 10:42:08+00:00,2024,1,0,138,7,47,91,0.5114503816793893,1,0
backstage:issues:22419,backstage,issue,22419,2024-01-22 04:40:18+00:00,2024-04-02 16:39:23+00:00,2024,0,1,573,173,69,504,0.735,1,0
backstage:issues:22421,backstage,issue,22421,2024-01-22 07:04:44+00:00,2024-01-22 10:10:02+00:00,2024,1,0,574,174,70,504,0.735,1,0
backstage:issues:22423,backstage,issue,22423,2024-01-22 08:09:19+00:00,2026-01-16 17:19:24+00:00,2024,0,1,575,175,71,504,0.735,1,0
backstage:issues:22426,backstage,issue,22426,2024-01-22 08:57:02+00:00,2024-01-22 10:03:56+00:00,2024,1,0,576,176,72,504,0.735,1,0
backstage:issues:22439,backstage,issue,22439,2024-01-22 15:27:59+00:00,,2024,0,1,577,177,71,506,0.735,1,0
backstage:issues:22453,backstage,issue,22453,2024-01-22 19:54:38+00:00,2024-02-06 11:02:17+00:00,2024,1,0,578,178,72,506,0.735,1,0
backstage:issues:22460,backstage,issue,22460,2024-01-23 04:57:18+00:00,2024-01-27 16:18:13+00:00,2024,1,0,579,179,73,506,0.735,1,1
